code,name,lat,lng,google_place_id
61.0,Kalimantan Barat,-0.0315889,109.3274583,ChIJu_7rjBcYBS4RoEghTO3sXM0
63.0,Kalimantan Selatan,-3.4600951,114.803102,ChIJRbTSvTm33S0RE8GXt1C2fhQ
62.0,Kalimantan Tengah,-2.2085376,113.9096873,ChIJP5a8hrK_4i0Rrmv1g2fV288
64.0,Kalimantan Timur,-0.4885469,117.1280071,ChIJkZxNlhBH8S0R13bjLx2wq8Q
65.0,Kalimantan Utara,2.834465,117.3515143,ChIJ9wvfNH0GDzIRiLlGaN3wERk
