code,name,lat,lng,google_place_id
75.0,Gorontalo,0.5326876,123.0598942,ChIJXeflmUcreTIRZ1kVIwlNzG0
76.0,Sulawesi Barat,-2.6857053,118.8729628,ChIJCUS7VCTaki0R8nAzLyC_XOo
72.0,Sulawesi Tengah,-0.9165193,119.8690859,ChIJPS2aZckJiC0RmWLbjP0zbkM
74.0,Sulawesi Tenggara,-4.0011763,122.5233199,ChIJMSoBqds3hS0RQnf0aNFRmrw
71.0,Sulawesi Utara,1.4567531,124.8319356,ChIJMZ4GcEJ1hzIRNbgMmBcWiUU
73,Sulawesi Selatan,-5.1394524,119.4439567,ChIJi75r_YD6DC0R8Br3yvsLAwE
